year,month,rank_ME,rank_NSI,nstocks,ret_vw
2008,10,1,2,62,-17.9552
2008,10,1,3,308,-17.8099
2008,10,1,4,338,-23.9927
2008,10,1,5,643,-22.8601
2008,10,2,1,203,-20.4070
2008,10,2,2,6,-5.9183
2008,10,2,3,109,-21.9694
2008,10,2,4,135,-25.3103
2008,10,2,5,226,-22.4088
2008,10,3,1,347,-14.9338
2008,10,3,2,7,-15.5805
2008,10,3,3,103,-16.7474
2008,10,3,4,110,-15.7727
2008,10,3,5,144,-22.8845
2008,11,1,1,274,-14.3764
2008,11,1,2,62,-9.4028
2008,11,1,3,304,-15.7948
2008,11,1,4,333,-12.7532
2008,11,1,5,635,-15.0927
2008,11,2,1,203,-10.8465
2008,11,2,2,6,-4.4794
2008,11,2,3,106,-13.5569
2008,11,2,4,135,-12.2073
2008,11,2,5,224,-13.3363
2008,11,3,1,346,-4.7075
2008,11,3,2,7,5.3327
2008,11,3,3,103,-8.7641
2008,11,3,4,109,-8.9058
2008,11,3,5,144,-9.0005
2008,12,1,1,270,3.1474
2008,12,1,2,61,2.1569
2008,12,1,3,303,2.3251
2008,12,1,4,329,5.6921
2008,12,1,5,627,5.6250
2008,12,2,1,201,5.2897
2008,12,2,2,6,4.5852
2008,12,2,3,106,2.1297
2008,12,2,4,135,6.7572
2008,12,2,5,223,6.2618
2008,12,3,1,344,1.5669
2008,12,3,2,7,-1.9685
2008,12,3,3,102,1.0877
2008,12,3,4,108,1.6302
2008,12,3,5,144,1.8439
2009,1,1,1,265,-14.0793
2009,1,1,2,59,-6.8669
2009,1,1,3,300,-8.9082
2009,1,1,4,326,-8.6752
2009,1,1,5,621,-6.5119
2009,1,2,1,199,-7.4372
2009,1,2,2,5,-4.2237
2009,1,2,3,106,-8.9585
2009,1,2,4,133,-8.3825
2009,1,2,5,223,-9.8181
2009,1,3,1,344,-6.8777
2009,1,3,2,7,-5.4923
2009,1,3,3,101,-4.4148
2009,1,3,4,108,-0.7346
2009,1,3,5,144,-2.4955
2009,2,1,1,264,-10.7466
2009,2,1,2,58,-14.3915
2009,2,1,3,297,-14.3985
2009,2,1,4,323,-11.1482
2009,2,1,5,617,-12.3708
2009,2,2,1,198,-7.6492
2009,2,2,2,5,-11.7351
2009,2,2,3,105,-14.4295
2009,2,2,4,133,-11.0836
2009,2,2,5,223,-13.1350
2009,2,3,1,344,-9.6256
2009,2,3,2,7,-6.9440
2009,2,3,3,101,-10.0108
2009,2,3,4,108,-7.2755
2009,2,3,5,144,-7.1650
2009,3,1,1,264,8.9756
2009,3,1,2,58,7.1528
2009,3,1,3,294,8.9010
2009,3,1,4,319,12.6448
2009,3,1,5,609,7.7538
2009,3,2,1,197,9.2573
2009,3,2,2,5,8.2306
2009,3,2,3,103,9.9992
2009,3,2,4,132,10.0291
2009,3,2,5,223,9.6310
2009,3,3,1,344,7.3653
2009,3,3,2,7,8.1982
2009,3,3,3,101,10.8415
2009,3,3,4,108,8.1111
2009,3,3,5,143,8.7606
2009,4,1,1,262,26.2416
2009,4,1,2,58,15.1719
2009,4,1,3,289,17.4193
2009,4,1,4,315,15.1718
2009,4,1,5,600,19.7365
2009,4,2,1,197,17.3337
2009,4,2,2,5,11.7594
2009,4,2,3,103,21.1783
2009,4,2,4,131,20.4833
2009,4,2,5,222,17.3862
2009,4,3,1,343,8.0064
2009,4,3,2,7,-0.9013
2009,4,3,3,101,8.0415
2009,4,3,4,108,9.5186
2009,4,3,5,143,11.9904
2009,5,1,1,262,2.6735
2009,5,1,2,58,5.7594
2009,5,1,3,286,1.5083
2009,5,1,4,310,1.6276
2009,5,1,5,589,8.9644
2009,5,2,1,197,-0.2895
2009,5,2,2,5,3.9039
2009,5,2,3,103,3.5932
2009,5,2,4,131,4.2461
2009,5,2,5,221,5.3124
2009,5,3,1,342,3.6245
2009,5,3,2,7,10.8013
2009,5,3,3,101,3.8603
2009,5,3,4,108,6.0573
2009,5,3,5,143,5.9462
2009,6,1,1,261,5.2632
2009,6,1,2,57,7.9061
2009,6,1,3,283,6.4201
2009,6,1,4,306,5.4413
2009,6,1,5,577,6.5959
2009,6,2,1,197,1.6421
2009,6,2,2,5,6.8328
2009,6,2,3,103,1.3507
2009,6,2,4,131,1.0580
2009,6,2,5,221,4.6259
2009,6,3,1,342,0.8107
2009,6,3,2,7,-0.3236
2009,6,3,3,101,-1.2474
2009,6,3,4,108,1.2571
2009,6,3,5,143,-0.1569
2009,7,1,1,427,12.2389
2009,7,1,2,95,7.9258
2009,7,1,3,285,11.9833
2009,7,1,4,314,12.0009
2009,7,1,5,450,8.7246
2009,7,2,1,256,11.3529
2009,7,2,2,13,3.6610
2009,7,2,3,107,12.5146
2009,7,2,4,149,9.6236
2009,7,2,5,175,8.3006
2009,7,3,1,406,7.2962
2009,7,3,2,7,6.7617
2009,7,3,3,75,7.7138
2009,7,3,4,106,7.2172
2009,7,3,5,128,7.4395
2009,8,1,1,422,4.0757
2009,8,1,2,92,3.0512
2009,8,1,3,282,10.1983
2009,8,1,4,312,7.4097
2009,8,1,5,449,4.9810
2009,8,2,1,256,4.1397
2009,8,2,2,13,2.3467
2009,8,2,3,107,4.6645
2009,8,2,4,148,2.1947
2009,8,2,5,174,1.1909
2009,8,3,1,405,2.0999
2009,8,3,2,7,4.7218
2009,8,3,3,75,2.2774
2009,8,3,4,106,1.9345
2009,8,3,5,127,1.4935
2009,9,1,1,419,6.6208
2009,9,1,2,88,3.0884
2009,9,1,3,281,8.2899
2009,9,1,4,310,9.1154
2009,9,1,5,447,10.2732
2009,9,2,1,255,7.5123
2009,9,2,2,12,0.4843
2009,9,2,3,107,6.2414
2009,9,2,4,147,6.7973
2009,9,2,5,173,8.1380
2009,9,3,1,405,3.5686
2009,9,3,2,7,5.0923
2009,9,3,3,75,3.2147
2009,9,3,4,106,4.8041
2009,9,3,5,127,10.4879
2009,10,1,1,415,-7.8069
2009,10,1,2,85,-4.6253
2009,10,1,3,281,-7.4769
2009,10,1,4,310,-7.8302
2009,10,1,5,445,-10.8750
2009,10,2,1,255,-5.5369
2009,10,2,2,11,-3.6072
2009,10,2,3,107,-7.6001
2009,10,2,4,146,-6.9441
2009,10,2,5,172,-8.7293
2009,10,3,1,405,-0.6940
2009,10,3,2,7,-5.0326
2009,10,3,3,75,-1.8771
2009,10,3,4,106,-1.3118
2009,10,3,5,127,-5.9647
2009,11,1,1,413,1.6368
2009,11,1,2,80,-0.9146
2009,11,1,3,280,3.1949
2009,11,1,4,305,-0.0686
2009,11,1,5,440,2.5516
2009,11,2,1,254,2.3424
2009,11,2,2,8,0.4248
2009,11,2,3,107,4.7517
2009,11,2,4,146,3.0286
2009,11,2,5,171,3.8720
2009,11,3,1,403,6.0330
2009,11,3,2,7,10.2268
2009,11,3,3,75,6.5469
2009,11,3,4,105,4.7299
2009,11,3,5,127,6.7307
2009,12,1,1,408,9.0361
2009,12,1,2,74,5.1088
2009,12,1,3,277,9.6720
2009,12,1,4,297,12.0970
2009,12,1,5,437,7.0381
2009,12,2,1,254,9.1942
2009,12,2,2,8,4.0529
2009,12,2,3,107,6.4848
2009,12,2,4,146,8.1762
2009,12,2,5,170,9.0980
2009,12,3,1,402,2.0476
2009,12,3,2,7,2.4434
2009,12,3,3,74,1.7084
2009,12,3,4,105,6.2386
2009,12,3,5,127,4.1529
2010,1,1,1,405,-4.0596
2010,1,1,2,72,-6.2362
2010,1,1,3,275,-1.8050
2010,1,1,4,297,-2.1467
2010,1,1,5,430,-5.7905
2010,1,2,1,252,-3.4209
2010,1,2,2,8,-7.9345
2010,1,2,3,107,-2.1583
2010,1,2,4,146,-4.1103
2010,1,2,5,170,-3.9336
2010,1,3,1,401,-3.7464
2010,1,3,2,7,-2.4240
2010,1,3,3,74,-1.5885
2010,1,3,4,105,-7.0586
2010,1,3,5,126,-2.9601
2010,2,1,1,403,6.3801
2010,2,1,2,72,3.1999
2010,2,1,3,275,6.7500
2010,2,1,4,296,5.6685
2010,2,1,5,423,3.9470
2010,2,2,1,251,5.7280
2010,2,2,2,7,2.2565
2010,2,2,3,107,4.5443
2010,2,2,4,146,5.3168
2010,2,2,5,170,4.1867
2010,2,3,1,400,3.0836
2010,2,3,2,7,0.6098
2010,2,3,3,73,3.9764
2010,2,3,4,105,3.5805
2010,2,3,5,125,3.5346
2010,3,1,1,401,8.4595
2010,3,1,2,71,5.6137
2010,3,1,3,273,7.6748
2010,3,1,4,287,8.6191
2010,3,1,5,422,8.4960
2010,3,2,1,251,8.1530
2010,3,2,2,7,5.6333
2010,3,2,3,107,7.7366
2010,3,2,4,146,8.7322
2010,3,2,5,170,5.9851
2010,3,3,1,398,5.0430
2010,3,3,2,7,8.8728
2010,3,3,3,73,4.1292
2010,3,3,4,105,7.0715
2010,3,3,5,125,7.7418
2010,4,1,1,397,8.7950
2010,4,1,2,69,4.6180
2010,4,1,3,271,9.9029
2010,4,1,4,285,11.9651
2010,4,1,5,420,7.0599
2010,4,2,1,250,6.7197
2010,4,2,2,7,9.0439
2010,4,2,3,106,8.0997
2010,4,2,4,146,6.0013
2010,4,2,5,170,3.5489
2010,4,3,1,394,1.7501
2010,4,3,2,7,-1.0220
2010,4,3,3,73,-0.1351
2010,4,3,4,105,1.8370
2010,4,3,5,125,3.1738
2010,5,1,1,392,-8.2550
2010,5,1,2,68,-11.3096
2010,5,1,3,268,-9.2077
2010,5,1,4,283,-7.3002
2010,5,1,5,416,-10.1364
2010,5,2,1,249,-7.1733
2010,5,2,2,7,-3.8143
2010,5,2,3,106,-8.9472
2010,5,2,4,146,-7.0704
2010,5,2,5,170,-8.5313
2010,5,3,1,394,-7.4034
2010,5,3,2,7,-6.2534
2010,5,3,3,73,-7.9094
2010,5,3,4,103,-6.8333
2010,5,3,5,124,-9.5548
2010,6,1,1,391,-7.7583
2010,6,1,2,68,-8.7045
2010,6,1,3,267,-10.2575
2010,6,1,4,282,-9.4983
2010,6,1,5,411,-8.3688
2010,6,2,1,248,-8.8689
2010,6,2,2,7,-5.8053
2010,6,2,3,106,-9.4603
2010,6,2,4,145,-6.6566
2010,6,2,5,170,-6.3962
2010,6,3,1,394,-5.2931
2010,6,3,2,7,1.8576
2010,6,3,3,73,-0.3098
2010,6,3,4,103,-5.1122
2010,6,3,5,124,-7.5935
2010,7,1,1,264,6.9377
2010,7,1,2,102,5.5630
2010,7,1,3,320,7.5468
2010,7,1,4,310,8.7448
2010,7,1,5,471,6.2246
2010,7,2,1,134,6.7598
2010,7,2,2,8,8.5841
2010,7,2,3,151,10.3522
2010,7,2,4,161,6.3832
2010,7,2,5,210,6.8308
2010,7,3,1,223,6.2798
2010,7,3,2,7,7.3630
2010,7,3,3,151,7.7080
2010,7,3,4,178,7.1664
2010,7,3,5,176,7.2726
2010,8,1,1,262,-8.3651
2010,8,1,2,102,-6.8090
2010,8,1,3,315,-8.9906
2010,8,1,4,307,-8.8146
2010,8,1,5,468,-9.7773
2010,8,2,1,133,-6.6816
2010,8,2,2,8,1.8025
2010,8,2,3,151,-8.1416
2010,8,2,4,158,-7.2298
2010,8,2,5,208,-6.7621
2010,8,3,1,223,-4.2975
2010,8,3,2,7,-5.0537
2010,8,3,3,151,-2.5295
2010,8,3,4,176,-4.7612
2010,8,3,5,174,-1.9588
2010,9,1,1,262,13.4084
2010,9,1,2,101,9.8763
2010,9,1,3,313,13.2749
2010,9,1,4,305,13.2776
2010,9,1,5,466,12.5817
2010,9,2,1,131,12.8899
2010,9,2,2,8,12.7197
2010,9,2,3,150,13.4559
2010,9,2,4,156,12.8392
2010,9,2,5,206,15.4558
2010,9,3,1,223,8.3376
2010,9,3,2,7,8.7036
2010,9,3,3,151,9.6985
2010,9,3,4,176,12.0679
2010,9,3,5,173,9.9381
2010,10,1,1,259,5.1096
2010,10,1,2,101,9.8951
2010,10,1,3,311,4.7651
2010,10,1,4,300,5.2371
2010,10,1,5,462,6.8971
2010,10,2,1,131,3.7541
2010,10,2,2,8,1.4735
2010,10,2,3,150,4.3792
2010,10,2,4,155,4.7392
2010,10,2,5,205,3.6859
2010,10,3,1,222,4.6313
2010,10,3,2,7,4.9293
2010,10,3,3,151,3.1765
2010,10,3,4,176,4.4064
2010,10,3,5,173,3.7435
2010,11,1,1,258,4.1633
2010,11,1,2,101,1.5197
2010,11,1,3,309,4.3550
2010,11,1,4,296,5.1445
2010,11,1,5,454,3.0622
2010,11,2,1,131,4.0458
2010,11,2,2,8,5.5205
2010,11,2,3,150,4.5877
2010,11,2,4,155,5.2274
2010,11,2,5,204,3.5039
2010,11,3,1,220,-0.5147
2010,11,3,2,7,-2.1523
2010,11,3,3,149,0.7763
2010,11,3,4,176,1.2034
2010,11,3,5,172,1.1506
2010,12,1,1,255,8.2930
2010,12,1,2,101,8.9799
2010,12,1,3,304,8.3480
2010,12,1,4,293,9.9702
2010,12,1,5,450,9.2255
2010,12,2,1,131,7.1068
2010,12,2,2,7,3.1646
2010,12,2,3,150,8.9823
2010,12,2,4,155,6.2703
2010,12,2,5,201,7.0553
2010,12,3,1,220,5.0397
2010,12,3,2,7,5.9833
2010,12,3,3,148,7.0503
2010,12,3,4,175,6.4670
2010,12,3,5,171,6.3788
2011,1,1,1,249,-2.0000
2011,1,1,2,100,-2.4408
2011,1,1,3,297,-2.6167
2011,1,1,4,290,-1.0800
2011,1,1,5,444,0.1046
2011,1,2,1,130,0.6149
2011,1,2,2,7,-2.2099
2011,1,2,3,149,1.9872
2011,1,2,4,153,0.3025
2011,1,2,5,200,0.3559
2011,1,3,1,220,1.9952
2011,1,3,2,7,8.6085
2011,1,3,3,148,1.7006
2011,1,3,4,175,3.3307
2011,1,3,5,171,1.5837
2011,2,1,1,248,4.8655
2011,2,1,2,98,2.5459
2011,2,1,3,296,7.7295
2011,2,1,4,287,5.0212
2011,2,1,5,441,4.2268
2011,2,2,1,130,5.3061
2011,2,2,2,7,8.5908
2011,2,2,3,149,5.6163
2011,2,2,4,151,4.9677
2011,2,2,5,200,6.8144
2011,2,3,1,220,2.3477
2011,2,3,2,7,6.0868
2011,2,3,3,148,5.3092
2011,2,3,4,174,3.9866
2011,2,3,5,170,4.2109
2011,3,1,1,246,2.4000
2011,3,1,2,98,2.7111
2011,3,1,3,294,4.3831
2011,3,1,4,284,2.6100
2011,3,1,5,435,2.4200
2011,3,2,1,130,2.8795
2011,3,2,2,7,11.2120
2011,3,2,3,148,4.5927
2011,3,2,4,151,2.8551
2011,3,2,5,200,1.6728
2011,3,3,1,220,-0.2909
2011,3,3,2,7,3.0423
2011,3,3,3,147,1.7643
2011,3,3,4,174,0.1789
2011,3,3,5,169,2.2702
2011,4,1,1,244,1.6210
2011,4,1,2,94,0.2627
2011,4,1,3,294,2.0911
2011,4,1,4,283,0.4782
2011,4,1,5,430,2.1331
2011,4,2,1,130,2.6327
2011,4,2,2,7,9.8450
2011,4,2,3,148,1.7361
2011,4,2,4,151,2.5780
2011,4,2,5,199,3.2341
2011,4,3,1,220,4.3735
2011,4,3,2,7,4.5562
2011,4,3,3,146,2.6190
2011,4,3,4,172,2.2787
2011,4,3,5,168,3.6125
2011,5,1,1,242,-2.7015
2011,5,1,2,93,-5.9235
2011,5,1,3,294,-1.3244
2011,5,1,4,280,-2.0128
2011,5,1,5,422,-2.1193
2011,5,2,1,130,-1.7994
2011,5,2,2,7,6.5875
2011,5,2,3,148,-3.0427
2011,5,2,4,150,-1.4295
2011,5,2,5,199,-2.0075
2011,5,3,1,219,-0.3796
2011,5,3,2,7,1.7733
2011,5,3,3,146,-2.0302
2011,5,3,4,171,-0.9842
2011,5,3,5,168,-1.1803
2011,6,1,1,241,-1.5424
2011,6,1,2,93,-1.4154
2011,6,1,3,291,-4.1748
2011,6,1,4,275,-1.2547
2011,6,1,5,420,-4.6862
2011,6,2,1,129,-0.9157
2011,6,2,2,7,8.6747
2011,6,2,3,148,-0.8076
2011,6,2,4,150,-2.2421
2011,6,2,5,196,-2.2887
2011,6,3,1,219,-1.2372
2011,6,3,2,7,-2.0044
2011,6,3,3,145,-1.0936
2011,6,3,4,171,-2.1405
2011,6,3,5,167,-1.9638
2011,7,1,1,176,-2.2974
2011,7,1,2,83,-5.2656
2011,7,1,3,289,-2.5354
2011,7,1,4,267,-2.0526
2011,7,1,5,558,-3.4679
2011,7,2,1,128,-3.8050
2011,7,2,2,9,-8.6706
2011,7,2,3,122,-4.2277
2011,7,2,4,162,-4.2808
2011,7,2,5,218,-5.0154
2011,7,3,1,248,-1.9483
2011,7,3,2,7,-0.5644
2011,7,3,3,130,-4.0003
2011,7,3,4,143,-0.3652
2011,7,3,5,182,-1.0075
2011,8,1,1,175,-7.9965
2011,8,1,2,82,-8.8272
2011,8,1,3,288,-10.5312
2011,8,1,4,265,-10.9898
2011,8,1,5,557,-12.7296
2011,8,2,1,128,-7.3590
2011,8,2,2,9,-8.6453
2011,8,2,3,121,-9.4672
2011,8,2,4,161,-8.8391
2011,8,2,5,216,-8.8233
2011,8,3,1,248,-3.6486
2011,8,3,2,7,0.7965
2011,8,3,3,130,-5.1424
2011,8,3,4,142,-7.3683
2011,8,3,5,181,-6.2057
2011,9,1,1,173,-8.9852
2011,9,1,2,81,-9.7485
2011,9,1,3,284,-11.2624
2011,9,1,4,265,-11.5517
2011,9,1,5,556,-12.8363
2011,9,2,1,127,-9.0051
2011,9,2,2,9,-10.7354
2011,9,2,3,121,-13.0865
2011,9,2,4,161,-11.6016
2011,9,2,5,214,-11.4844
2011,9,3,1,248,-4.6944
2011,9,3,2,7,-9.4501
2011,9,3,3,129,-6.9878
2011,9,3,4,142,-10.1742
2011,9,3,5,181,-7.4852
2011,10,1,1,173,13.1743
2011,10,1,2,81,10.4018
2011,10,1,3,283,16.2585
2011,10,1,4,263,13.5718
2011,10,1,5,553,12.9784
2011,10,2,1,125,14.0514
2011,10,2,2,9,13.4981
2011,10,2,3,120,17.6788
2011,10,2,4,161,16.8384
2011,10,2,5,214,14.8099
2011,10,3,1,246,9.0294
2011,10,3,2,7,10.8717
2011,10,3,3,128,11.7979
2011,10,3,4,142,12.7395
2011,10,3,5,180,11.8664
2011,11,1,1,170,-0.5446
2011,11,1,2,81,-0.1205
2011,11,1,3,281,-2.5178
2011,11,1,4,262,0.9222
2011,11,1,5,547,-3.5030
2011,11,2,1,125,0.7638
2011,11,2,2,9,-1.4241
2011,11,2,3,118,-0.4504
2011,11,2,4,161,-0.0429
2011,11,2,5,213,-1.8389
2011,11,3,1,245,0.9432
2011,11,3,2,7,2.6048
2011,11,3,3,128,1.1080
2011,11,3,4,141,-0.5358
2011,11,3,5,180,-0.7409
2011,12,1,1,169,2.3954
2011,12,1,2,79,-2.7771
2011,12,1,3,279,1.8108
2011,12,1,4,260,2.1310
2011,12,1,5,540,0.1646
2011,12,2,1,125,-0.0579
2011,12,2,2,9,3.0961
2011,12,2,3,117,0.0310
2011,12,2,4,160,0.8274
2011,12,2,5,213,-1.1569
2011,12,3,1,244,1.7806
2011,12,3,2,7,0.6624
2011,12,3,3,128,-1.6751
2011,12,3,4,139,-0.9758
2011,12,3,5,180,0.7716
2012,1,1,1,169,6.7237
2012,1,1,2,77,8.8637
2012,1,1,3,277,8.2840
2012,1,1,4,257,9.2949
2012,1,1,5,536,10.4563
2012,1,2,1,124,5.5006
2012,1,2,2,9,0.6267
2012,1,2,3,117,9.8526
2012,1,2,4,159,5.0410
2012,1,2,5,213,8.3575
2012,1,3,1,244,3.5169
2012,1,3,2,7,4.9231
2012,1,3,3,127,3.3925
2012,1,3,4,137,4.6954
2012,1,3,5,179,6.5799
2012,2,1,1,165,-0.8337
2012,2,1,2,77,1.9400
2012,2,1,3,274,2.9398
2012,2,1,4,256,4.0100
2012,2,1,5,534,1.2131
2012,2,2,1,123,2.5772
2012,2,2,2,9,2.8252
2012,2,2,3,117,2.7575
2012,2,2,4,158,4.3684
2012,2,2,5,210,3.5068
2012,2,3,1,243,3.3986
2012,2,3,2,7,2.8441
2012,2,3,3,127,3.6438
2012,2,3,4,137,3.1864
2012,2,3,5,178,6.4413
2012,3,1,1,163,4.8687
2012,3,1,2,76,5.0084
2012,3,1,3,274,4.1492
2012,3,1,4,253,2.8850
2012,3,1,5,527,3.1857
2012,3,2,1,123,1.3868
2012,3,2,2,9,-1.0573
2012,3,2,3,117,0.8076
2012,3,2,4,158,2.8051
2012,3,2,5,209,2.8350
2012,3,3,1,243,3.0158
2012,3,3,2,7,2.8252
2012,3,3,3,126,0.6051
2012,3,3,4,136,1.9787
2012,3,3,5,176,2.7964
2012,4,1,1,161,-1.8434
2012,4,1,2,75,0.2445
2012,4,1,3,273,-1.6665
2012,4,1,4,250,-1.0900
2012,4,1,5,522,-3.5345
2012,4,2,1,123,-1.2392
2012,4,2,2,9,-3.5952
2012,4,2,3,117,-0.6383
2012,4,2,4,158,-0.4161
2012,4,2,5,209,-1.6079
2012,4,3,1,242,-0.2362
2012,4,3,2,7,1.2816
2012,4,3,3,125,0.9476
2012,4,3,4,136,-0.5984
2012,4,3,5,176,-1.5426
2012,5,1,1,161,-8.1658
2012,5,1,2,75,-7.7165
2012,5,1,3,272,-7.2107
2012,5,1,4,247,-6.6561
2012,5,1,5,517,-7.5866
2012,5,2,1,123,-5.2989
2012,5,2,2,9,-7.3439
2012,5,2,3,117,-7.2421
2012,5,2,4,158,-6.6015
2012,5,2,5,207,-6.6847
2012,5,3,1,240,-4.7178
2012,5,3,2,7,-5.0523
2012,5,3,3,125,-5.6531
2012,5,3,4,136,-7.4316
2012,5,3,5,176,-5.9585
2012,6,1,1,161,4.6655
2012,6,1,2,73,7.5506
2012,6,1,3,272,4.9999
2012,6,1,4,244,6.3359
2012,6,1,5,514,8.0282
2012,6,2,1,123,2.6773
2012,6,2,2,9,4.3247
2012,6,2,3,116,5.1283
2012,6,2,4,158,5.6295
2012,6,2,5,207,4.9368
2012,6,3,1,239,4.2174
2012,6,3,2,7,0.9527
2012,6,3,3,124,5.0220
2012,6,3,4,136,2.5563
2012,6,3,5,175,2.6793
2012,7,1,1,201,-2.5852
2012,7,1,2,80,-1.9540
2012,7,1,3,259,-3.4856
2012,7,1,4,235,-0.3103
2012,7,1,5,547,-2.0321
2012,7,2,1,187,-1.8640
2012,7,2,2,8,-16.2449
2012,7,2,3,81,-1.5063
2012,7,2,4,130,-1.6110
2012,7,2,5,208,-1.6864
2012,7,3,1,363,1.1629
2012,7,3,2,2,4.2522
2012,7,3,3,112,1.8285
2012,7,3,4,120,3.0308
2012,7,3,5,133,-0.2125
2012,8,1,1,201,1.3322
2012,8,1,2,79,0.1397
2012,8,1,3,255,3.6037
2012,8,1,4,232,2.9176
2012,8,1,5,543,3.9327
2012,8,2,1,186,3.3432
2012,8,2,2,8,5.3474
2012,8,2,3,81,4.4437
2012,8,2,4,130,3.5091
2012,8,2,5,207,4.5351
2012,8,3,1,363,1.6445
2012,8,3,2,2,-2.3041
2012,8,3,3,110,0.2403
2012,8,3,4,119,5.3407
2012,8,3,5,132,3.1214
2012,9,1,1,200,3.9724
2012,9,1,2,78,3.2625
2012,9,1,3,253,5.1461
2012,9,1,4,229,4.2563
2012,9,1,5,537,6.0487
2012,9,2,1,186,2.5090
2012,9,2,2,8,3.3861
2012,9,2,3,81,3.3783
2012,9,2,4,130,4.2944
2012,9,2,5,205,2.3293
2012,9,3,1,361,2.3880
2012,9,3,2,2,2.3604
2012,9,3,3,110,3.8538
2012,9,3,4,119,1.5688
2012,9,3,5,131,2.7450
2012,10,1,1,196,-2.8572
2012,10,1,2,76,-1.1226
2012,10,1,3,253,-2.7551
2012,10,1,4,227,-4.0984
2012,10,1,5,533,-4.9947
2012,10,2,1,185,-1.4281
2012,10,2,2,8,2.9027
2012,10,2,3,81,1.0300
2012,10,2,4,130,-1.9643
2012,10,2,5,205,-2.3759
2012,10,3,1,360,-1.5829
2012,10,3,2,2,4.1574
2012,10,3,3,110,-1.3675
2012,10,3,4,119,-5.5914
2012,10,3,5,131,-2.5225
2012,11,1,1,195,0.4770
2012,11,1,2,75,0.0507
2012,11,1,3,252,2.1915
2012,11,1,4,226,2.6067
2012,11,1,5,527,0.0527
2012,11,2,1,182,1.5218
2012,11,2,2,8,4.0688
2012,11,2,3,80,1.5843
2012,11,2,4,129,1.5865
2012,11,2,5,203,1.1458
2012,11,3,1,359,0.8449
2012,11,3,2,2,-2.0171
2012,11,3,3,109,0.3275
2012,11,3,4,119,1.2441
2012,11,3,5,130,1.8770
2012,12,1,1,192,6.3725
2012,12,1,2,74,4.3318
2012,12,1,3,251,3.4559
2012,12,1,4,223,4.4102
2012,12,1,5,521,1.6742
2012,12,2,1,181,3.4041
2012,12,2,2,8,4.3249
2012,12,2,3,80,4.0964
2012,12,2,4,129,3.0554
2012,12,2,5,203,3.7898
2012,12,3,1,359,0.3018
2012,12,3,2,2,-0.5289
2012,12,3,3,109,1.1632
2012,12,3,4,119,-1.0483
2012,12,3,5,129,2.8424
2013,1,1,1,190,4.1798
2013,1,1,2,74,7.3074
2013,1,1,3,247,6.4012
2013,1,1,4,220,7.1760
2013,1,1,5,516,6.8516
2013,1,2,1,180,6.4075
2013,1,2,2,8,10.9140
2013,1,2,3,79,5.8008
2013,1,2,4,129,6.8214
2013,1,2,5,199,5.7201
2013,1,3,1,357,6.0536
2013,1,3,2,2,8.1447
2013,1,3,3,109,5.5901
2013,1,3,4,119,1.6338
2013,1,3,5,129,6.0222
2013,2,1,1,189,1.0465
2013,2,1,2,71,0.5278
2013,2,1,3,247,2.2303
2013,2,1,4,220,2.0675
2013,2,1,5,514,-0.9927
2013,2,2,1,179,0.9665
2013,2,2,2,8,3.2572
2013,2,2,3,79,-0.1034
2013,2,2,4,129,1.1316
2013,2,2,5,199,0.6037
2013,2,3,1,355,1.8499
2013,2,3,2,2,-2.6114
2013,2,3,3,108,1.6708
2013,2,3,4,119,0.2835
2013,2,3,5,129,-0.4172
2013,3,1,1,188,5.5544
2013,3,1,2,70,6.3765
2013,3,1,3,245,5.9860
2013,3,1,4,218,6.5256
2013,3,1,5,512,5.9041
2013,3,2,1,176,5.2534
2013,3,2,2,8,8.1082
2013,3,2,3,79,5.8938
2013,3,2,4,129,4.5507
2013,3,2,5,198,3.2656
2013,3,3,1,355,4.1268
2013,3,3,2,2,3.3130
2013,3,3,3,108,4.1894
2013,3,3,4,119,1.9471
2013,3,3,5,129,3.8104
2013,4,1,1,187,-0.2364
2013,4,1,2,69,-4.6612
2013,4,1,3,243,0.2847
2013,4,1,4,215,1.4730
2013,4,1,5,508,-0.3199
2013,4,2,1,176,-1.2481
2013,4,2,2,8,1.0879
2013,4,2,3,79,-0.9667
2013,4,2,4,129,0.3147
2013,4,2,5,198,-1.7393
2013,4,3,1,355,1.8475
2013,4,3,2,2,4.1044
2013,4,3,3,108,2.1640
2013,4,3,4,119,1.2105
2013,4,3,5,129,1.0453
2013,5,1,1,185,5.6185
2013,5,1,2,68,7.7401
2013,5,1,3,243,5.1395
2013,5,1,4,212,4.2970
2013,5,1,5,504,6.4392
2013,5,2,1,176,4.6688
2013,5,2,2,8,9.9933
2013,5,2,3,77,2.7055
2013,5,2,4,128,4.7348
2013,5,2,5,197,6.8374
2013,5,3,1,355,1.6574
2013,5,3,2,2,-9.1375
2013,5,3,3,108,0.5314
2013,5,3,4,119,3.2078
2013,5,3,5,129,2.2604
2013,6,1,1,185,0.6069
2013,6,1,2,68,0.0958
2013,6,1,3,240,1.2860
2013,6,1,4,210,-0.9315
2013,6,1,5,498,-0.1821
2013,6,2,1,176,-0.9074
2013,6,2,2,8,4.2093
2013,6,2,3,77,-1.3839
2013,6,2,4,128,-1.2860
2013,6,2,5,196,-0.7844
2013,6,3,1,353,-0.9296
2013,6,3,2,2,3.3849
2013,6,3,3,108,-1.2911
2013,6,3,4,119,-3.5138
