year,month,rank_ME,rank_DTV_12,nstocks,ret_vw
2011,8,3,4,381,-5.6833
2011,8,3,5,342,-4.8106
2011,9,1,1,1493,-11.4123
2011,9,1,2,346,-13.3805
2011,9,1,3,51,-11.0409
2011,9,1,4,5,-9.4145
2011,9,1,5,0,
2011,9,2,1,202,-10.2332
2011,9,2,2,563,-10.3641
2011,9,2,3,357,-11.2174
2011,9,2,4,113,-15.0329
2011,9,2,5,15,-21.6958
2011,9,3,1,9,-11.0404
2011,9,3,2,49,-12.6647
2011,9,3,3,243,-9.0473
2011,9,3,4,383,-7.9705
2011,9,3,5,343,-6.0989
2011,10,1,1,1498,13.4015
2011,10,1,2,341,14.7276
2011,10,1,3,56,20.5273
2011,10,1,4,6,14.6142
2011,10,1,5,0,
2011,10,2,1,201,14.7515
2011,10,2,2,562,15.0150
2011,10,2,3,353,16.6214
2011,10,2,4,107,15.7830
2011,10,2,5,15,19.8391
2011,10,3,1,9,10.3951
2011,10,3,2,55,14.2939
2011,10,3,3,249,12.4138
2011,10,3,4,378,12.0495
2011,10,3,5,345,10.2637
2011,11,1,1,1494,-1.2769
2011,11,1,2,334,-2.0458
2011,11,1,3,56,-5.9451
2011,11,1,4,6,2.9652
2011,11,1,5,0,
2011,11,2,1,193,0.0327
2011,11,2,2,560,0.2965
2011,11,2,3,347,-0.5117
2011,11,2,4,108,-4.9670
2011,11,2,5,15,-8.1370
2011,11,3,1,8,2.5678
2011,11,3,2,54,1.7646
2011,11,3,3,255,1.2814
2011,11,3,4,371,0.6258
2011,11,3,5,346,0.2456
2011,12,1,1,1481,0.9811
2011,12,1,2,339,1.0173
2011,12,1,3,55,-4.4663
2011,12,1,4,6,-7.0652
2011,12,1,5,0,
2011,12,2,1,194,0.2283
2011,12,2,2,559,-0.0482
2011,12,2,3,343,-0.2606
2011,12,2,4,112,-0.3763
2011,12,2,5,15,-5.1820
2011,12,3,1,8,-0.2802
2011,12,3,2,57,3.6851
2011,12,3,3,255,-0.0763
2011,12,3,4,365,-0.0553
2011,12,3,5,348,0.7770
2012,1,1,1,1477,8.6778
2012,1,1,2,342,10.2376
2012,1,1,3,51,13.8079
2012,1,1,4,6,14.3909
2012,1,1,5,0,
2012,1,2,1,197,6.3223
2012,1,2,2,564,6.4380
2012,1,2,3,346,7.6522
2012,1,2,4,112,9.5864
2012,1,2,5,15,15.5919
2012,1,3,1,8,-3.5157
2012,1,3,2,57,5.2355
2012,1,3,3,254,5.2773
2012,1,3,4,362,5.0217
2012,1,3,5,346,4.2210
2012,2,1,1,1470,2.0815
2012,2,1,2,330,2.2926
2012,2,1,3,50,9.3188
2012,2,1,4,4,1.6185
2012,2,1,5,0,
2012,2,2,1,196,2.3587
2012,2,2,2,555,2.2026
2012,2,2,3,345,4.9975
2012,2,2,4,110,5.4787
2012,2,2,5,15,1.3838
2012,2,3,1,7,1.6166
2012,2,3,2,61,4.2231
2012,2,3,3,256,4.0141
2012,2,3,4,358,4.3493
2012,2,3,5,350,4.1003
2012,3,1,1,1458,3.4542
2012,3,1,2,331,2.5019
2012,3,1,3,49,2.7663
2012,3,1,4,5,-9.3845
2012,3,1,5,0,
2012,3,2,1,192,2.5174
2012,3,2,2,557,2.4945
2012,3,2,3,353,2.2857
2012,3,2,4,109,-0.2343
2012,3,2,5,15,2.2817
2012,3,3,1,7,-2.1835
2012,3,3,2,60,-0.0012
2012,3,3,3,254,1.3766
2012,3,3,4,356,1.7611
2012,3,3,5,349,2.6725
2012,4,1,1,1453,-1.7372
2012,4,1,2,327,-4.5284
2012,4,1,3,50,-2.1219
2012,4,1,4,5,2.2488
2012,4,1,5,0,
2012,4,2,1,194,-1.3766
2012,4,2,2,562,-1.6001
2012,4,2,3,345,-0.7590
2012,4,2,4,108,-0.3063
2012,4,2,5,14,-2.9266
2012,4,3,1,8,0.8567
2012,4,3,2,61,-2.4654
2012,4,3,3,255,0.4508
2012,4,3,4,357,-0.4116
2012,4,3,5,347,-0.5201
2012,5,1,1,1446,-6.9763
2012,5,1,2,322,-9.3881
2012,5,1,3,52,-12.4927
2012,5,1,4,6,-10.3752
2012,5,1,5,0,
2012,5,2,1,190,-6.9069
2012,5,2,2,564,-6.3908
2012,5,2,3,339,-7.2542
2012,5,2,4,109,-9.7498
2012,5,2,5,16,-17.7088
2012,5,3,1,8,-8.1701
2012,5,3,2,64,-6.2504
2012,5,3,3,255,-5.3532
2012,5,3,4,359,-5.9429
2012,5,3,5,342,-5.3880
2012,6,1,1,1431,6.3247
2012,6,1,2,321,7.2066
2012,6,1,3,56,5.2581
2012,6,1,4,6,-4.4099
2012,6,1,5,0,
2012,6,2,1,190,6.0541
2012,6,2,2,560,4.5606
2012,6,2,3,342,3.5203
2012,6,2,4,110,5.3814
2012,6,2,5,17,2.1108
2012,6,3,1,8,1.4672
2012,6,3,2,68,2.2026
2012,6,3,3,261,2.6308
2012,6,3,4,365,3.5384
2012,6,3,5,339,3.7764
2012,7,1,1,1403,-1.7745
2012,7,1,2,308,-3.7553
2012,7,1,3,52,-4.9002
2012,7,1,4,6,-10.3878
2012,7,1,5,0,
2012,7,2,1,192,-0.3153
2012,7,2,2,559,-1.4357
2012,7,2,3,340,-0.8786
2012,7,2,4,110,-5.9214
2012,7,2,5,15,-14.0980
2012,7,3,1,8,-4.4241
2012,7,3,2,67,-0.6422
2012,7,3,3,267,0.5368
2012,7,3,4,374,0.0297
2012,7,3,5,338,1.7260
2012,8,1,1,1394,2.1034
2012,8,1,2,299,5.3086
2012,8,1,3,52,5.8433
2012,8,1,4,4,13.2528
2012,8,1,5,0,
2012,8,2,1,189,0.5710
2012,8,2,2,560,3.3947
2012,8,2,3,336,4.4962
2012,8,2,4,112,7.5471
2012,8,2,5,18,4.4107
2012,8,3,1,8,3.5220
2012,8,3,2,70,0.7269
2012,8,3,3,266,3.0622
2012,8,3,4,378,2.7140
2012,8,3,5,339,2.1136
2012,9,1,1,1388,4.6831
2012,9,1,2,291,4.2507
2012,9,1,3,50,3.5249
2012,9,1,4,4,-0.5410
2012,9,1,5,0,
2012,9,2,1,182,4.4822
2012,9,2,2,546,3.5939
2012,9,2,3,337,2.3171
2012,9,2,4,108,2.2183
2012,9,2,5,17,1.5575
2012,9,3,1,8,2.8600
2012,9,3,2,70,2.6947
2012,9,3,3,267,2.0941
2012,9,3,4,378,2.6889
2012,9,3,5,341,2.4568
2012,10,1,1,1392,-3.5882
2012,10,1,2,274,-5.0762
2012,10,1,3,49,-10.1209
2012,10,1,4,5,-3.4812
2012,10,1,5,0,
2012,10,2,1,181,-1.9376
2012,10,2,2,545,-1.9153
2012,10,2,3,335,-1.9600
2012,10,2,4,113,-1.9574
2012,10,2,5,18,-5.6862
2012,10,3,1,8,-0.4662
2012,10,3,2,69,-1.1332
2012,10,3,3,263,-0.2036
2012,10,3,4,376,-0.5938
2012,10,3,5,342,-2.7015
2012,11,1,1,1392,0.3692
2012,11,1,2,292,1.8970
2012,11,1,3,51,4.1268
2012,11,1,4,6,-13.1724
2012,11,1,5,0,
2012,11,2,1,175,1.2190
2012,11,2,2,544,1.0307
2012,11,2,3,334,1.7678
2012,11,2,4,109,-0.7667
2012,11,2,5,18,6.8219
2012,11,3,1,8,1.8850
2012,11,3,2,69,1.8330
2012,11,3,3,265,2.8624
2012,11,3,4,383,1.8801
2012,11,3,5,342,0.7374
2012,12,1,1,1391,3.5971
2012,12,1,2,286,2.0988
2012,12,1,3,48,-0.2403
2012,12,1,4,6,0.2963
2012,12,1,5,0,
2012,12,2,1,176,3.6495
2012,12,2,2,540,3.6752
2012,12,2,3,341,2.6163
2012,12,2,4,116,4.4064
2012,12,2,5,19,9.7488
2012,12,3,1,8,3.5902
2012,12,3,2,69,0.4315
2012,12,3,3,263,1.3269
2012,12,3,4,388,2.1839
2012,12,3,5,344,0.1195
2013,1,1,1,1390,5.7952
2013,1,1,2,281,6.6774
2013,1,1,3,48,6.3734
2013,1,1,4,6,10.8805
2013,1,1,5,0,
2013,1,2,1,170,5.9017
2013,1,2,2,536,7.0431
2013,1,2,3,337,6.8688
2013,1,2,4,110,4.2676
2013,1,2,5,19,1.5890
2013,1,3,1,8,12.3140
2013,1,3,2,69,7.0646
2013,1,3,3,263,6.7233
2013,1,3,4,384,6.6698
2013,1,3,5,346,5.0147
2013,2,1,1,1389,1.2442
2013,2,1,2,279,-1.8819
2013,2,1,3,49,-2.7937
2013,2,1,4,6,4.9227
2013,2,1,5,0,
2013,2,2,1,170,1.8486
2013,2,2,2,524,1.4346
2013,2,2,3,337,0.4787
2013,2,2,4,107,1.7912
2013,2,2,5,21,-0.1843
2013,2,3,1,7,2.0756
2013,2,3,2,72,2.6187
2013,2,3,3,255,1.1435
2013,2,3,4,384,1.6374
2013,2,3,5,344,1.3306
2013,3,1,1,1386,5.7944
2013,3,1,2,274,3.8841
2013,3,1,3,56,5.4162
2013,3,1,4,6,6.0224
2013,3,1,5,0,
2013,3,2,1,177,4.6297
2013,3,2,2,524,5.1598
2013,3,2,3,327,4.2943
2013,3,2,4,106,5.0614
2013,3,2,5,21,5.9719
2013,3,3,1,7,2.2992
2013,3,3,2,71,5.7340
2013,3,3,3,258,5.4231
2013,3,3,4,381,4.4187
2013,3,3,5,342,3.5581
2013,4,1,1,1375,-0.0124
2013,4,1,2,271,1.4723
2013,4,1,3,57,0.3517
2013,4,1,4,6,-2.9687
2013,4,1,5,0,
2013,4,2,1,182,-1.7224
2013,4,2,2,520,-1.3679
2013,4,2,3,326,-0.6174
2013,4,2,4,104,-0.3217
2013,4,2,5,21,4.1255
2013,4,3,1,7,0.2947
2013,4,3,2,70,-2.3980
2013,4,3,3,263,0.0697
2013,4,3,4,380,0.8990
2013,4,3,5,344,1.9183
2013,5,1,1,1377,5.1467
2013,5,1,2,269,7.3886
2013,5,1,3,60,9.4836
2013,5,1,4,5,5.9930
2013,5,1,5,0,
2013,5,2,1,188,4.2638
2013,5,2,2,520,5.1973
2013,5,2,3,329,5.7843
2013,5,2,4,107,6.2478
2013,5,2,5,20,2.8548
2013,5,3,1,6,1.0111
2013,5,3,2,66,1.7899
2013,5,3,3,253,1.8699
2013,5,3,4,374,2.4905
2013,5,3,5,347,1.6413
2013,6,1,1,1372,1.2897
2013,6,1,2,270,0.5996
2013,6,1,3,58,-1.1067
2013,6,1,4,5,5.4212
2013,6,1,5,0,
2013,6,2,1,195,1.5935
2013,6,2,2,531,0.4376
2013,6,2,3,330,-1.3439
2013,6,2,4,107,-2.4465
2013,6,2,5,20,-11.8285
2013,6,3,1,6,-5.3919
2013,6,3,2,65,0.8215
2013,6,3,3,259,-1.2910
2013,6,3,4,369,-1.3000
2013,6,3,5,346,-1.4913
2013,7,1,1,1334,7.7695
2013,7,1,2,266,9.1374
2013,7,1,3,49,15.3969
2013,7,1,4,5,16.6014
2013,7,1,5,0,
2013,7,2,1,187,7.3036
2013,7,2,2,523,7.1897
2013,7,2,3,328,6.0217
2013,7,2,4,110,7.5624
2013,7,2,5,18,9.5381
2013,7,3,1,5,9.5201
2013,7,3,2,70,5.0800
2013,7,3,3,258,6.5107
2013,7,3,4,360,6.0075
2013,7,3,5,345,5.2027
2013,8,1,1,1343,-3.2061
2013,8,1,2,267,-0.7416
2013,8,1,3,48,2.2039
2013,8,1,4,4,-8.1694
2013,8,1,5,0,
2013,8,2,1,188,-1.8120
2013,8,2,2,518,-2.3549
2013,8,2,3,329,-2.9298
2013,8,2,4,108,-3.1961
2013,8,2,5,18,2.2582
2013,8,3,1,5,4.8492
2013,8,3,2,71,-1.8887
2013,8,3,3,249,-2.2393
2013,8,3,4,358,-2.5038
2013,8,3,5,344,-2.3622
2013,9,1,1,1343,7.0037
2013,9,1,2,263,7.2642
2013,9,1,3,46,11.8401
2013,9,1,4,5,11.1130
2013,9,1,5,0,
2013,9,2,1,190,8.3110
2013,9,2,2,523,6.4599
2013,9,2,3,327,5.5984
2013,9,2,4,110,5.4864
2013,9,2,5,18,3.1046
2013,9,3,1,6,2.0581
2013,9,3,2,73,6.2100
2013,9,3,3,254,5.5258
2013,9,3,4,363,5.1193
2013,9,3,5,344,3.2313
2013,10,1,1,1346,2.5641
2013,10,1,2,265,-1.5102
2013,10,1,3,48,1.0195
2013,10,1,4,5,-0.3731
2013,10,1,5,0,
2013,10,2,1,191,4.2468
2013,10,2,2,524,3.1335
2013,10,2,3,337,1.8700
2013,10,2,4,109,0.1816
2013,10,2,5,18,4.3057
2013,10,3,1,6,-0.1036
2013,10,3,2,76,3.9146
2013,10,3,3,252,3.6444
2013,10,3,4,367,3.1936
2013,10,3,5,349,4.8267
2013,11,1,1,1352,5.4964
2013,11,1,2,268,5.2494
2013,11,1,3,50,3.1286
2013,11,1,4,5,16.6044
2013,11,1,5,0,
2013,11,2,1,193,3.4183
2013,11,2,2,515,3.3736
2013,11,2,3,334,3.9968
2013,11,2,4,102,3.2328
2013,11,2,5,18,2.2214
2013,11,3,1,6,-4.2563
2013,11,3,2,73,3.4964
2013,11,3,3,258,1.6387
2013,11,3,4,368,1.1590
2013,11,3,5,350,2.7472
2013,12,1,1,1350,2.8774
2013,12,1,2,267,2.4084
2013,12,1,3,53,2.5114
2013,12,1,4,7,10.6765
2013,12,1,5,0,
2013,12,2,1,197,2.1452
2013,12,2,2,520,2.8240
2013,12,2,3,335,1.5977
2013,12,2,4,108,2.0928
2013,12,2,5,20,4.5250
2013,12,3,1,5,6.0242
2013,12,3,2,70,2.5073
2013,12,3,3,261,3.1650
2013,12,3,4,379,2.9262
2013,12,3,5,350,2.6116
2014,1,1,1,1356,-0.6228
2014,1,1,2,272,-0.4188
2014,1,1,3,55,1.4939
2014,1,1,4,8,-2.8241
2014,1,1,5,0,
2014,1,2,1,198,-2.4546
2014,1,2,2,531,-2.5270
2014,1,2,3,337,-2.7878
2014,1,2,4,108,-0.3798
2014,1,2,5,19,-11.5834
2014,1,3,1,5,-7.1313
2014,1,3,2,69,-3.4798
2014,1,3,3,264,-1.8093
2014,1,3,4,372,-2.0147
2014,1,3,5,348,-3.5657
2014,2,1,1,1364,4.8173
2014,2,1,2,279,5.4203
2014,2,1,3,59,6.7896
2014,2,1,4,8,3.3670
2014,2,1,5,1,-4.9296
2014,2,2,1,197,4.6278
2014,2,2,2,544,4.3655
2014,2,2,3,340,6.1327
2014,2,2,4,104,6.5135
2014,2,2,5,17,4.5597
2014,2,3,1,5,-1.4551
2014,2,3,2,70,6.0548
2014,2,3,3,261,5.3220
2014,2,3,4,370,5.9493
2014,2,3,5,346,4.6944
2014,3,1,1,1355,-0.6102
2014,3,1,2,291,-0.5175
2014,3,1,3,60,-2.6141
2014,3,1,4,9,-6.0924
2014,3,1,5,1,-29.9351
2014,3,2,1,200,0.3139
2014,3,2,2,550,-0.4891
2014,3,2,3,333,-0.9943
2014,3,2,4,104,-3.4431
2014,3,2,5,15,-6.4781
2014,3,3,1,5,-0.8279
2014,3,3,2,75,0.2690
2014,3,3,3,260,-0.6446
2014,3,3,4,376,-0.2107
2014,3,3,5,347,0.3236
2014,4,1,1,1356,-5.9283
2014,4,1,2,297,-6.9500
2014,4,1,3,56,-9.2248
2014,4,1,4,11,-3.8458
2014,4,1,5,1,-4.7619
2014,4,2,1,201,-3.8827
2014,4,2,2,548,-3.8601
2014,4,2,3,344,-2.8605
2014,4,2,4,99,-1.7863
2014,4,2,5,14,-0.3740
2014,4,3,1,5,-3.3435
2014,4,3,2,77,-0.3560
2014,4,3,3,262,-1.5607
2014,4,3,4,376,-0.2107
2014,4,3,5,347,1.2575
2014,5,1,1,1365,-0.5497
2014,5,1,2,310,-1.7698
2014,5,1,3,59,-4.8735
2014,5,1,4,11,-8.3600
2014,5,1,5,1,-32.0833
2014,5,2,1,199,-0.0716
2014,5,2,2,553,0.0374
2014,5,2,3,338,2.3061
2014,5,2,4,99,-1.2199
2014,5,2,5,15,-4.9761
2014,5,3,1,5,-0.1006
2014,5,3,2,77,1.5446
2014,5,3,3,261,1.4537
2014,5,3,4,372,1.7551
2014,5,3,5,349,2.3115
2014,6,1,1,1365,4.9013
2014,6,1,2,316,8.7686
2014,6,1,3,60,11.4653
2014,6,1,4,11,11.3117
2014,6,1,5,1,11.6803
2014,6,2,1,197,5.1167
2014,6,2,2,551,5.7144
2014,6,2,3,339,5.2337
2014,6,2,4,105,9.3005
2014,6,2,5,16,7.4247
2014,6,3,1,5,4.1228
2014,6,3,2,78,4.5831
2014,6,3,3,266,4.3571
2014,6,3,4,371,3.2461
2014,6,3,5,349,1.9320
2014,7,1,1,1347,-6.7813
2014,7,1,2,311,-7.3589
2014,7,1,3,57,-11.4465
2014,7,1,4,8,-11.7688
2014,7,1,5,1,5.5046
2014,7,2,1,194,-6.2183
2014,7,2,2,550,-6.2143
2014,7,2,3,329,-6.0628
2014,7,2,4,107,-6.5921
2014,7,2,5,14,-2.4193
2014,7,3,1,6,-5.1920
2014,7,3,2,76,-5.1242
2014,7,3,3,263,-4.8887
2014,7,3,4,381,-3.2399
2014,7,3,5,352,-1.1192
2014,8,1,1,1347,4.4207
2014,8,1,2,317,5.2699
2014,8,1,3,57,3.9967
2014,8,1,4,8,2.1150
2014,8,1,5,1,-2.6087
2014,8,2,1,196,4.7198
2014,8,2,2,546,4.7443
2014,8,2,3,326,5.5055
2014,8,2,4,109,7.2970
2014,8,2,5,13,6.5202
2014,8,3,1,6,4.6080
2014,8,3,2,74,4.8129
2014,8,3,3,269,4.7373
2014,8,3,4,386,5.4273
2014,8,3,5,358,4.0597
2014,9,1,1,1358,-5.7132
2014,9,1,2,319,-6.8164
2014,9,1,3,58,-13.8812
2014,9,1,4,7,-21.8032
2014,9,1,5,1,-58.1395
2014,9,2,1,199,-5.1615
2014,9,2,2,544,-4.9722
2014,9,2,3,328,-5.9185
2014,9,2,4,111,-8.7468
2014,9,2,5,14,-13.6526
2014,9,3,1,6,-5.1915
2014,9,3,2,75,-4.3607
2014,9,3,3,268,-4.5492
2014,9,3,4,388,-3.1010
2014,9,3,5,358,-1.5043
2014,10,1,1,1353,5.5680
2014,10,1,2,320,4.4538
2014,10,1,3,58,-0.8294
2014,10,1,4,8,3.8176
2014,10,1,5,1,2.9915
2014,10,2,1,202,7.6267
2014,10,2,2,560,7.8722
2014,10,2,3,336,2.8047
2014,10,2,4,115,-0.2629
2014,10,2,5,15,-13.4989
2014,10,3,1,6,2.7213
2014,10,3,2,77,3.6510
2014,10,3,3,271,4.0315
2014,10,3,4,381,2.7019
2014,10,3,5,360,1.7718
2014,11,1,1,1368,-1.1815
2014,11,1,2,328,0.9216
2014,11,1,3,64,-1.8841
2014,11,1,4,9,-1.4573
2014,11,1,5,1,32.3651
2014,11,2,1,214,-0.7400
2014,11,2,2,573,0.5968
2014,11,2,3,336,0.7717
2014,11,2,4,115,1.3674
2014,11,2,5,15,-0.0418
2014,11,3,1,6,6.0181
2014,11,3,2,83,2.2432
2014,11,3,3,279,1.5265
2014,11,3,4,383,2.3933
2014,11,3,5,364,3.0504
2014,12,1,1,1365,6.3895
2014,12,1,2,326,3.7286
2014,12,1,3,61,-5.2843
2014,12,1,4,9,-15.4117
2014,12,1,5,1,-56.6038
2014,12,2,1,223,3.8445
2014,12,2,2,583,2.6420
2014,12,2,3,336,0.6656
2014,12,2,4,117,0.9475
2014,12,2,5,16,-9.3744
2014,12,3,1,6,1.5014
2014,12,3,2,78,1.5754
2014,12,3,3,281,-0.0802
2014,12,3,4,388,0.5152
2014,12,3,5,365,-0.9537
2015,1,1,1,1354,-3.7489
2015,1,1,2,322,-5.5336
2015,1,1,3,63,-11.6847
2015,1,1,4,9,-14.9632
2015,1,1,5,1,-32.4493
2015,1,2,1,231,-4.9412
2015,1,2,2,592,-3.1275
2015,1,2,3,341,-2.7188
2015,1,2,4,119,-3.1384
2015,1,2,5,16,-5.5112
2015,1,3,1,6,-5.2799
2015,1,3,2,79,-1.4402
2015,1,3,3,286,-1.3274
2015,1,3,4,391,-2.0366
2015,1,3,5,366,-2.2096
2015,2,1,1,1366,5.6339
2015,2,1,2,324,7.7525
2015,2,1,3,64,13.9211
2015,2,1,4,8,3.3065
2015,2,1,5,1,3.5186
2015,2,2,1,239,6.2060
2015,2,2,2,600,6.5984
2015,2,2,3,342,7.3254
2015,2,2,4,120,9.0156
2015,2,2,5,16,11.5635
2015,2,3,1,7,4.7863
2015,2,3,2,85,6.5800
2015,2,3,3,295,5.9816
2015,2,3,4,394,6.1870
2015,2,3,5,363,5.6645
2015,3,1,1,1372,1.3812
2015,3,1,2,313,-0.6337
2015,3,1,3,63,-6.2156
2015,3,1,4,7,-16.0192
2015,3,1,5,0,
2015,3,2,1,237,3.4357
2015,3,2,2,605,1.7188
2015,3,2,3,335,0.8151
2015,3,2,4,117,0.0417
2015,3,2,5,15,-3.2384
2015,3,3,1,7,1.0115
2015,3,3,2,83,2.3532
2015,3,3,3,294,-0.1417
2015,3,3,4,393,0.1717
2015,3,3,5,363,-1.9619
2015,4,1,1,1372,-2.4546
2015,4,1,2,318,-0.4262
2015,4,1,3,61,9.8931
2015,4,1,4,7,-2.8014
2015,4,1,5,0,
2015,4,2,1,239,-1.9260
2015,4,2,2,603,-3.2689
2015,4,2,3,340,-0.8894
2015,4,2,4,118,0.4403
2015,4,2,5,15,5.2077
2015,4,3,1,6,-2.5776
2015,4,3,2,81,-3.0689
2015,4,3,3,304,-0.8065
2015,4,3,4,404,-0.8135
2015,4,3,5,360,1.1602
2015,5,1,1,1383,2.3748
2015,5,1,2,309,1.1134
2015,5,1,3,63,-5.2917
2015,5,1,4,7,-12.3123
2015,5,1,5,0,
2015,5,2,1,238,1.3853
2015,5,2,2,611,2.5351
2015,5,2,3,352,3.1653
2015,5,2,4,118,1.9893
2015,5,2,5,15,1.5260
2015,5,3,1,6,3.4514
2015,5,3,2,78,1.9075
2015,5,3,3,303,2.2600
2015,5,3,4,402,1.3850
2015,5,3,5,357,0.7828
2015,6,1,1,1383,1.5332
2015,6,1,2,308,2.6643
2015,6,1,3,67,-2.1744
2015,6,1,4,6,-14.3801
2015,6,1,5,1,1.5196
2015,6,2,1,247,0.9764
2015,6,2,2,605,0.8831
2015,6,2,3,355,0.6132
2015,6,2,4,116,-3.0215
2015,6,2,5,15,-4.5401
2015,6,3,1,6,5.8377
2015,6,3,2,78,0.2022
2015,6,3,3,306,-1.5449
2015,6,3,4,406,-2.2972
2015,6,3,5,355,-2.3916
2015,7,1,1,1336,-3.5945
2015,7,1,2,304,-5.3707
2015,7,1,3,57,-18.0792
2015,7,1,4,8,-30.0793
2015,7,1,5,1,-6.8083
2015,7,2,1,240,-1.8883
2015,7,2,2,603,-0.3931
2015,7,2,3,352,-2.1016
2015,7,2,4,120,-7.2944
2015,7,2,5,13,-12.0170
2015,7,3,1,5,1.0359
2015,7,3,2,77,2.2469
2015,7,3,3,308,0.4960
2015,7,3,4,401,1.0024
2015,7,3,5,355,1.9896
2015,8,1,1,1335,-5.4682
2015,8,1,2,302,-5.9511
2015,8,1,3,53,-4.2198
2015,8,1,4,7,15.8521
2015,8,1,5,1,-21.7098
2015,8,2,1,238,-4.7664
2015,8,2,2,608,-6.2554
2015,8,2,3,356,-6.8084
2015,8,2,4,122,-4.8207
2015,8,2,5,13,-0.0052
2015,8,3,1,5,-9.0518
2015,8,3,2,83,-3.3093
2015,8,3,3,312,-5.1056
2015,8,3,4,403,-5.1685
2015,8,3,5,351,-6.0515
2015,9,1,1,1333,-6.7366
2015,9,1,2,306,-11.6094
2015,9,1,3,51,-20.3709
2015,9,1,4,7,-17.4777
2015,9,1,5,1,-13.0377
2015,9,2,1,238,-3.5844
2015,9,2,2,600,-5.7001
2015,9,2,3,355,-8.2524
2015,9,2,4,118,-11.0249
2015,9,2,5,13,-15.2288
2015,9,3,1,5,-2.2353
2015,9,3,2,80,-2.1177
2015,9,3,3,309,-4.3602
2015,9,3,4,409,-3.9534
2015,9,3,5,346,-2.2869
2015,10,1,1,1334,4.8593
2015,10,1,2,316,6.4709
2015,10,1,3,57,6.6926
2015,10,1,4,9,-6.7914
2015,10,1,5,1,5.1750
2015,10,2,1,243,6.6172
2015,10,2,2,608,6.4744
2015,10,2,3,365,5.2341
2015,10,2,4,112,6.3531
2015,10,2,5,13,7.5819
2015,10,3,1,6,8.5873
2015,10,3,2,86,6.1475
2015,10,3,3,310,6.9923
2015,10,3,4,407,6.0243
2015,10,3,5,345,8.7466
2015,11,1,1,1329,3.1224
2015,11,1,2,317,4.8285
2015,11,1,3,59,5.4058
2015,11,1,4,9,3.0095
2015,11,1,5,1,13.0246
2015,11,2,1,248,3.4761
2015,11,2,2,605,4.3186
2015,11,2,3,352,3.0943
2015,11,2,4,106,2.4737
2015,11,2,5,12,-3.8438
2015,11,3,1,5,-0.2549
2015,11,3,2,86,1.2518
2015,11,3,3,309,0.8571
2015,11,3,4,411,0.3302
2015,11,3,5,347,-0.0174
2015,12,1,1,1328,-5.0753
2015,12,1,2,316,-6.4920
2015,12,1,3,58,-11.6871
2015,12,1,4,8,5.5112
2015,12,1,5,1,11.1396
2015,12,2,1,241,-4.1947
2015,12,2,2,610,-4.0429
2015,12,2,3,350,-5.9675
2015,12,2,4,111,-7.9191
2015,12,2,5,13,-14.7489
2015,12,3,1,5,-5.9112
2015,12,3,2,86,-3.2003
2015,12,3,3,313,-3.4643
2015,12,3,4,419,-2.6248
2015,12,3,5,348,-1.5993
2016,1,1,1,1334,-10.3701
2016,1,1,2,308,-16.1539
2016,1,1,3,57,-26.8111
2016,1,1,4,7,-23.2389
2016,1,1,5,1,-25.6336
2016,1,2,1,236,-8.4583
2016,1,2,2,604,-9.1260
2016,1,2,3,347,-11.9162
2016,1,2,4,106,-10.3708
2016,1,2,5,12,-18.1997
2016,1,3,1,5,0.1666
2016,1,3,2,86,-2.8755
2016,1,3,3,311,-6.0956
2016,1,3,4,419,-5.7491
2016,1,3,5,350,-4.4221
2016,2,1,1,1338,-0.4085
2016,2,1,2,309,-0.2795
2016,2,1,3,55,-0.4222
2016,2,1,4,8,6.6802
2016,2,1,5,1,-12.2386
2016,2,2,1,233,1.4463
2016,2,2,2,604,0.8641
2016,2,2,3,352,0.3023
2016,2,2,4,106,1.4071
2016,2,2,5,13,7.2773
2016,2,3,1,5,-2.2364
2016,2,3,2,83,0.7284
2016,2,3,3,313,1.6900
2016,2,3,4,416,1.6023
2016,2,3,5,349,0.2052
2016,3,1,1,1337,7.1703
2016,3,1,2,310,8.8467
2016,3,1,3,59,15.5790
2016,3,1,4,8,13.0401
2016,3,1,5,1,15.7988
2016,3,2,1,231,8.2329
2016,3,2,2,597,8.0675
2016,3,2,3,350,9.1807
2016,3,2,4,109,13.9427
2016,3,2,5,14,21.8844
2016,3,3,1,6,2.8687
2016,3,3,2,82,6.6409
2016,3,3,3,317,7.6184
2016,3,3,4,414,7.7958
2016,3,3,5,344,6.7480
2016,4,1,1,1339,3.2603
2016,4,1,2,305,5.7292
2016,4,1,3,56,17.4678
2016,4,1,4,8,6.9908
2016,4,1,5,2,-0.8662
2016,4,2,1,219,0.8889
2016,4,2,2,601,1.4351
2016,4,2,3,354,3.4343
2016,4,2,4,107,7.0454
2016,4,2,5,13,15.5462
2016,4,3,1,6,-1.0349
2016,4,3,2,80,-0.9832
2016,4,3,3,309,1.0771
2016,4,3,4,408,0.8733
2016,4,3,5,342,0.1088
2016,5,1,1,1336,-0.2034
2016,5,1,2,301,-1.8698
2016,5,1,3,51,-7.2612
2016,5,1,4,7,1.5105
2016,5,1,5,1,-12.1395
2016,5,2,1,220,2.0583
2016,5,2,2,606,2.3169
2016,5,2,3,354,0.8816
2016,5,2,4,107,-1.0913
2016,5,2,5,11,-10.8092
2016,5,3,1,6,0.9722
2016,5,3,2,77,1.7216
2016,5,3,3,311,2.6761
2016,5,3,4,404,1.7003
