year,month,rank_ME,rank_ISq_1,nstocks,ret_vw
2010,7,3,3,156,6.0755
2010,7,3,4,139,8.1703
2010,7,3,5,142,6.5206
2010,8,1,1,199,-7.5059
2010,8,1,2,282,-8.3209
2010,8,1,3,356,-9.6395
2010,8,1,4,394,-9.6806
2010,8,1,5,374,-8.8281
2010,8,2,1,141,-6.5153
2010,8,2,2,127,-5.1140
2010,8,2,3,141,-7.0456
2010,8,2,4,147,-6.8972
2010,8,2,5,157,-7.9277
2010,8,3,1,186,-3.5741
2010,8,3,2,157,-3.4689
2010,8,3,3,136,-4.7013
2010,8,3,4,134,-2.7517
2010,8,3,5,132,-4.4912
2010,9,1,1,315,13.4300
2010,9,1,2,343,12.1865
2010,9,1,3,343,14.1810
2010,9,1,4,325,12.7427
2010,9,1,5,291,12.1884
2010,9,2,1,135,14.9730
2010,9,2,2,145,13.0551
2010,9,2,3,135,14.1531
2010,9,2,4,128,13.5943
2010,9,2,5,156,12.4591
2010,9,3,1,144,9.1785
2010,9,3,2,152,9.3578
2010,9,3,3,146,10.6757
2010,9,3,4,150,9.4924
2010,9,3,5,153,9.6172
2010,10,1,1,266,3.5126
2010,10,1,2,277,5.3003
2010,10,1,3,322,6.2776
2010,10,1,4,351,7.1679
2010,10,1,5,395,5.6686
2010,10,2,1,129,3.3428
2010,10,2,2,145,4.4159
2010,10,2,3,152,5.0030
2010,10,2,4,126,4.9781
2010,10,2,5,139,2.5347
2010,10,3,1,154,4.0497
2010,10,3,2,141,3.3188
2010,10,3,3,172,5.0681
2010,10,3,4,148,2.9815
2010,10,3,5,134,4.7604
2010,11,1,1,205,3.3512
2010,11,1,2,255,5.6510
2010,11,1,3,297,2.9983
2010,11,1,4,364,2.7831
2010,11,1,5,477,3.3123
2010,11,2,1,138,2.3818
2010,11,2,2,123,4.7531
2010,11,2,3,148,3.2490
2010,11,2,4,130,3.7008
2010,11,2,5,163,6.7358
2010,11,3,1,146,0.6734
2010,11,3,2,162,-0.1207
2010,11,3,3,138,2.0170
2010,11,3,4,151,0.0930
2010,11,3,5,142,-0.3516
2010,12,1,1,292,9.0159
2010,12,1,2,284,9.0702
2010,12,1,3,323,9.4331
2010,12,1,4,318,8.7353
2010,12,1,5,375,9.8730
2010,12,2,1,144,7.7145
2010,12,2,2,123,8.3254
2010,12,2,3,152,7.2928
2010,12,2,4,125,7.3593
2010,12,2,5,156,6.4048
2010,12,3,1,138,5.9781
2010,12,3,2,152,6.0603
2010,12,3,3,140,4.6610
2010,12,3,4,148,6.2646
2010,12,3,5,157,6.6378
2011,1,1,1,245,-0.3234
2011,1,1,2,279,-1.5802
2011,1,1,3,309,-1.2988
2011,1,1,4,287,-0.8655
2011,1,1,5,451,-1.8882
2011,1,2,1,144,0.8112
2011,1,2,2,130,0.2006
2011,1,2,3,142,1.0473
2011,1,2,4,123,-0.7088
2011,1,2,5,167,1.8593
2011,1,3,1,134,0.7269
2011,1,3,2,153,3.4873
2011,1,3,3,139,2.2851
2011,1,3,4,141,2.1885
2011,1,3,5,167,2.0086
2011,2,1,1,273,1.8822
2011,2,1,2,293,6.1033
2011,2,1,3,317,5.8894
2011,2,1,4,322,4.7010
2011,2,1,5,381,4.5883
2011,2,2,1,138,4.8309
2011,2,2,2,130,5.9073
2011,2,2,3,135,5.1441
2011,2,2,4,144,7.1297
2011,2,2,5,141,3.8292
2011,2,3,1,153,3.5087
2011,2,3,2,141,3.9976
2011,2,3,3,148,4.3604
2011,2,3,4,138,2.6395
2011,2,3,5,156,3.2541
2011,3,1,1,303,1.6703
2011,3,1,2,310,1.1974
2011,3,1,3,316,2.5627
2011,3,1,4,318,4.2409
2011,3,1,5,360,-0.6786
2011,3,2,1,148,3.5888
2011,3,2,2,115,1.9165
2011,3,2,3,126,5.5278
2011,3,2,4,119,1.5282
2011,3,2,5,159,2.4974
2011,3,3,1,135,-0.0661
2011,3,3,2,153,-0.3272
2011,3,3,3,150,1.7309
2011,3,3,4,148,1.2899
2011,3,3,5,149,0.6380
2011,4,1,1,287,2.3218
2011,4,1,2,279,2.1332
2011,4,1,3,281,1.0664
2011,4,1,4,342,1.9861
2011,4,1,5,399,1.5016
2011,4,2,1,152,3.1836
2011,4,2,2,114,2.0864
2011,4,2,3,121,1.0497
2011,4,2,4,134,2.3653
2011,4,2,5,150,3.6687
2011,4,3,1,145,4.5979
2011,4,3,2,166,3.0883
2011,4,3,3,157,2.5191
2011,4,3,4,142,3.7878
2011,4,3,5,129,3.6401
2011,5,1,1,271,-1.7184
2011,5,1,2,296,-1.9525
2011,5,1,3,320,-2.8940
2011,5,1,4,317,-1.1476
2011,5,1,5,371,-2.6092
2011,5,2,1,136,-2.0082
2011,5,2,2,135,-1.0530
2011,5,2,3,128,-1.2864
2011,5,2,4,128,-0.9914
2011,5,2,5,141,-1.7725
2011,5,3,1,152,-0.5239
2011,5,3,2,143,-2.0490
2011,5,3,3,130,-1.5490
2011,5,3,4,146,-0.1929
2011,5,3,5,166,-0.8518
2011,6,1,1,323,-3.7105
2011,6,1,2,269,-3.5623
2011,6,1,3,300,-3.2089
2011,6,1,4,309,-3.2091
2011,6,1,5,353,-2.5911
2011,6,2,1,152,-2.7073
2011,6,2,2,137,-2.2045
2011,6,2,3,127,-1.5403
2011,6,2,4,126,-1.6123
2011,6,2,5,144,-0.8014
2011,6,3,1,144,-1.8652
2011,6,3,2,149,-2.0867
2011,6,3,3,153,-0.9176
2011,6,3,4,152,-1.4770
2011,6,3,5,134,-1.6343
2011,7,1,1,271,-2.6808
2011,7,1,2,334,-1.6829
2011,7,1,3,249,-3.6165
2011,7,1,4,345,-4.3466
2011,7,1,5,315,-2.5637
2011,7,2,1,149,-5.3856
2011,7,2,2,124,-3.4979
2011,7,2,3,134,-3.7594
2011,7,2,4,175,-5.0772
2011,7,2,5,116,-5.4831
2011,7,3,1,138,-1.1198
2011,7,3,2,160,-3.4090
2011,7,3,3,157,-0.1696
2011,7,3,4,141,-1.0134
2011,7,3,5,136,-3.7704
2011,8,1,1,198,-10.0482
2011,8,1,2,323,-12.0120
2011,8,1,3,311,-11.1803
2011,8,1,4,350,-12.5474
2011,8,1,5,345,-11.6368
2011,8,2,1,140,-8.8338
2011,8,2,2,146,-6.9769
2011,8,2,3,121,-9.0920
2011,8,2,4,133,-10.7557
2011,8,2,5,150,-9.4313
2011,8,3,1,182,-4.9853
2011,8,3,2,132,-4.6214
2011,8,3,3,131,-7.7235
2011,8,3,4,144,-4.0168
2011,8,3,5,141,-4.4545
2011,9,1,1,301,-11.5179
2011,9,1,2,300,-10.2005
2011,9,1,3,306,-12.8809
2011,9,1,4,287,-12.8256
2011,9,1,5,340,-13.0947
2011,9,2,1,148,-11.9431
2011,9,2,2,122,-12.2776
2011,9,2,3,122,-11.5230
2011,9,2,4,126,-11.6114
2011,9,2,5,165,-10.9723
2011,9,3,1,129,-4.6633
2011,9,3,2,131,-8.0091
2011,9,3,3,163,-7.1032
2011,9,3,4,157,-6.5697
2011,9,3,5,155,-6.6286
2011,10,1,1,251,14.1598
2011,10,1,2,271,13.8312
2011,10,1,3,282,13.5074
2011,10,1,4,358,16.6848
2011,10,1,5,362,13.0348
2011,10,2,1,131,17.4490
2011,10,2,2,128,15.9357
2011,10,2,3,127,15.9146
2011,10,2,4,142,19.5544
2011,10,2,5,153,14.8641
2011,10,3,1,143,12.3224
2011,10,3,2,133,12.4894
2011,10,3,3,154,9.8162
2011,10,3,4,148,9.7871
2011,10,3,5,163,10.0808
2011,11,1,1,252,-2.7836
2011,11,1,2,290,-3.3253
2011,11,1,3,327,-2.6551
2011,11,1,4,326,-4.2693
2011,11,1,5,327,0.2129
2011,11,2,1,136,0.0812
2011,11,2,2,130,0.2601
2011,11,2,3,132,-1.5773
2011,11,2,4,142,-0.9458
2011,11,2,5,140,0.1881
2011,11,3,1,161,-0.6762
2011,11,3,2,151,-0.8115
2011,11,3,3,133,0.4782
2011,11,3,4,139,2.5201
2011,11,3,5,152,1.1306
2011,12,1,1,303,1.2620
2011,12,1,2,280,1.5164
2011,12,1,3,276,0.8774
2011,12,1,4,320,-0.7691
2011,12,1,5,331,0.4562
2011,12,2,1,137,0.4607
2011,12,2,2,128,-0.1584
2011,12,2,3,124,-0.9189
2011,12,2,4,134,-0.3320
2011,12,2,5,154,0.3273
2011,12,3,1,131,1.7412
2011,12,3,2,147,0.6003
2011,12,3,3,137,1.3853
2011,12,3,4,161,-0.2087
2011,12,3,5,163,-0.0538
2012,1,1,1,248,9.2404
2012,1,1,2,229,11.3835
2012,1,1,3,271,7.7916
2012,1,1,4,307,10.6329
2012,1,1,5,440,8.7531
2012,1,2,1,121,8.2288
2012,1,2,2,142,7.5617
2012,1,2,3,142,7.6009
2012,1,2,4,135,8.0688
2012,1,2,5,154,9.5982
2012,1,3,1,165,5.7171
2012,1,3,2,149,3.6213
2012,1,3,3,149,6.2828
2012,1,3,4,146,3.8131
2012,1,3,5,123,1.7230
2012,2,1,1,203,1.1275
2012,2,1,2,274,2.0668
2012,2,1,3,323,1.8367
2012,2,1,4,329,2.4984
2012,2,1,5,360,2.0998
2012,2,2,1,133,3.8854
2012,2,2,2,146,4.3595
2012,2,2,3,147,3.6578
2012,2,2,4,130,4.8313
2012,2,2,5,129,2.3100
2012,2,3,1,157,4.4863
2012,2,3,2,131,2.9485
2012,2,3,3,160,2.4898
2012,2,3,4,139,3.3920
2012,2,3,5,151,6.9701
2012,3,1,1,303,3.3019
2012,3,1,2,283,2.8016
2012,3,1,3,245,3.0037
2012,3,1,4,326,3.7633
2012,3,1,5,329,2.9312
2012,3,2,1,137,2.6370
2012,3,2,2,143,2.7095
2012,3,2,3,118,1.4487
2012,3,2,4,139,1.6460
2012,3,2,5,140,2.7234
2012,3,3,1,148,2.3384
2012,3,3,2,138,1.7629
2012,3,3,3,139,2.4192
2012,3,3,4,155,3.0621
2012,3,3,5,161,2.4382
2012,4,1,1,293,-2.1622
2012,4,1,2,247,-3.1390
2012,4,1,3,293,-3.4366
2012,4,1,4,341,-2.9653
2012,4,1,5,311,-2.4874
2012,4,2,1,125,-0.6477
2012,4,2,2,149,-0.9731
2012,4,2,3,147,-1.9543
2012,4,2,4,129,-2.3290
2012,4,2,5,123,-1.8837
2012,4,3,1,140,-0.0996
2012,4,3,2,155,-0.6317
2012,4,3,3,166,-0.3606
2012,4,3,4,163,-1.4227
2012,4,3,5,121,0.0557
2012,5,1,1,241,-8.3482
2012,5,1,2,321,-8.4246
2012,5,1,3,246,-5.7193
2012,5,1,4,327,-8.8988
2012,5,1,5,345,-7.3873
2012,5,2,1,140,-8.6384
2012,5,2,2,133,-7.7139
2012,5,2,3,105,-7.3688
2012,5,2,4,141,-7.9875
2012,5,2,5,149,-6.6074
2012,5,3,1,181,-4.5202
2012,5,3,2,143,-6.6207
2012,5,3,3,146,-4.3104
2012,5,3,4,119,-5.9630
2012,5,3,5,165,-6.7217
2012,6,1,1,268,5.5473
2012,6,1,2,329,6.1374
2012,6,1,3,252,7.1242
2012,6,1,4,276,5.9050
2012,6,1,5,342,6.4609
2012,6,2,1,153,4.4451
2012,6,2,2,127,3.6826
2012,6,2,3,124,3.8716
2012,6,2,4,120,4.5240
2012,6,2,5,158,4.5080
2012,6,3,1,159,4.0662
2012,6,3,2,161,4.0905
2012,6,3,3,154,2.1590
2012,6,3,4,146,4.3652
2012,6,3,5,139,3.6469
2012,7,1,1,246,-1.0338
2012,7,1,2,234,-3.4049
2012,7,1,3,277,-2.2795
2012,7,1,4,325,-3.6963
2012,7,1,5,363,-2.2087
2012,7,2,1,138,-0.6761
2012,7,2,2,124,-2.5308
2012,7,2,3,131,-3.4769
2012,7,2,4,125,-1.6181
2012,7,2,5,160,-1.8200
2012,7,3,1,168,2.1752
2012,7,3,2,151,1.1046
2012,7,3,3,141,1.2964
2012,7,3,4,146,0.5994
2012,7,3,5,148,1.4127
2012,8,1,1,260,4.9073
2012,8,1,2,279,1.4665
2012,8,1,3,304,1.8723
2012,8,1,4,272,3.0723
2012,8,1,5,315,2.0008
2012,8,2,1,165,3.9048
2012,8,2,2,122,3.0623
2012,8,2,3,135,3.5332
2012,8,2,4,124,5.3465
2012,8,2,5,142,2.1980
2012,8,3,1,128,5.2420
2012,8,3,2,148,0.5103
2012,8,3,3,133,2.1090
2012,8,3,4,153,2.0195
2012,8,3,5,186,1.9539
2012,9,1,1,279,4.7609
2012,9,1,2,333,4.6003
2012,9,1,3,274,4.3089
2012,9,1,4,264,5.1116
2012,9,1,5,284,4.5235
2012,9,2,1,142,2.5417
2012,9,2,2,143,3.4730
2012,9,2,3,128,3.6585
2012,9,2,4,137,4.1533
2012,9,2,5,133,3.0666
2012,9,3,1,144,2.7386
2012,9,3,2,153,0.7362
2012,9,3,3,137,4.2408
2012,9,3,4,163,2.1153
2012,9,3,5,152,3.3152
2012,10,1,1,230,-4.2131
2012,10,1,2,232,-4.3574
2012,10,1,3,295,-5.3571
2012,10,1,4,283,-3.2059
2012,10,1,5,383,-4.3164
2012,10,2,1,146,-2.0200
2012,10,2,2,139,-2.0620
2012,10,2,3,139,-2.1244
2012,10,2,4,135,-1.0579
2012,10,2,5,127,-2.4185
2012,10,3,1,139,-1.1028
2012,10,3,2,144,-2.2419
2012,10,3,3,157,-1.6255
2012,10,3,4,162,-2.6514
2012,10,3,5,143,-3.9687
2012,11,1,1,216,1.4349
2012,11,1,2,298,0.2672
2012,11,1,3,329,1.4380
2012,11,1,4,344,-1.1122
2012,11,1,5,241,1.3822
2012,11,2,1,146,2.7520
2012,11,2,2,129,1.4138
2012,11,2,3,128,0.4476
2012,11,2,4,153,0.8036
2012,11,2,5,116,0.9017
2012,11,3,1,146,1.6026
2012,11,3,2,149,0.3003
2012,11,3,3,145,1.3860
2012,11,3,4,151,0.1928
2012,11,3,5,155,2.3336
2012,12,1,1,286,2.5855
2012,12,1,2,304,3.3893
2012,12,1,3,287,4.9957
2012,12,1,4,279,3.5883
2012,12,1,5,269,2.1581
2012,12,2,1,152,4.0354
2012,12,2,2,129,3.0521
2012,12,2,3,116,4.0769
2012,12,2,4,118,3.1936
2012,12,2,5,159,3.3153
2012,12,3,1,153,0.8978
2012,12,3,2,151,0.6472
2012,12,3,3,135,0.6595
2012,12,3,4,152,1.9107
2012,12,3,5,155,-1.6812
2013,1,1,1,246,6.2697
2013,1,1,2,280,5.3542
2013,1,1,3,304,8.7060
2013,1,1,4,299,5.0706
2013,1,1,5,289,4.6147
2013,1,2,1,149,5.5696
2013,1,2,2,136,7.0161
2013,1,2,3,134,6.9687
2013,1,2,4,113,7.7382
2013,1,2,5,135,5.9213
2013,1,3,1,157,6.1161
2013,1,3,2,146,6.2870
2013,1,3,3,142,3.1048
2013,1,3,4,154,5.9311
2013,1,3,5,144,5.9134
2013,2,1,1,255,0.0795
2013,2,1,2,288,-0.1002
2013,2,1,3,267,0.5745
2013,2,1,4,281,0.2893
2013,2,1,5,326,1.3169
2013,2,2,1,123,0.2174
2013,2,2,2,130,1.2720
2013,2,2,3,132,2.0587
2013,2,2,4,129,1.7728
2013,2,2,5,156,1.6826
2013,2,3,1,150,0.3336
2013,2,3,2,138,2.2803
2013,2,3,3,148,1.2317
2013,2,3,4,143,2.0113
2013,2,3,5,160,1.1929
2013,3,1,1,242,3.5433
2013,3,1,2,280,4.1003
2013,3,1,3,281,7.2008
2013,3,1,4,329,4.3702
2013,3,1,5,284,6.1411
2013,3,2,1,133,4.0918
2013,3,2,2,122,4.8170
2013,3,2,3,136,4.9041
2013,3,2,4,120,3.6552
2013,3,2,5,155,6.7217
2013,3,3,1,152,3.2077
2013,3,3,2,140,4.6642
2013,3,3,3,150,3.9261
2013,3,3,4,164,2.8765
2013,3,3,5,136,4.3753
2013,4,1,1,325,0.1059
2013,4,1,2,247,-1.2622
2013,4,1,3,251,-0.6655
2013,4,1,4,267,-0.3529
2013,4,1,5,323,2.7779
2013,4,2,1,141,1.2182
2013,4,2,2,128,-2.2354
2013,4,2,3,138,-2.0108
2013,4,2,4,123,-0.6944
2013,4,2,5,131,-0.0015
2013,4,3,1,138,0.5642
2013,4,3,2,150,1.7413
2013,4,3,3,144,1.8477
2013,4,3,4,148,1.7879
2013,4,3,5,164,2.9473
2013,5,1,1,256,3.5789
2013,5,1,2,249,4.6866
2013,5,1,3,290,8.4344
2013,5,1,4,303,6.5910
2013,5,1,5,300,4.4413
2013,5,2,1,130,4.0479
2013,5,2,2,124,4.5096
2013,5,2,3,136,6.4557
2013,5,2,4,121,7.8176
2013,5,2,5,158,5.7075
2013,5,3,1,157,2.4077
2013,5,3,2,150,1.8031
2013,5,3,3,150,1.8545
2013,5,3,4,148,0.2635
2013,5,3,5,142,1.9212
2013,6,1,1,280,1.1776
2013,6,1,2,289,0.4173
2013,6,1,3,248,2.0072
2013,6,1,4,273,1.4758
2013,6,1,5,313,1.1094
2013,6,2,1,132,0.5881
2013,6,2,2,133,-1.0507
2013,6,2,3,120,-1.0825
2013,6,2,4,133,-0.5524
2013,6,2,5,145,0.7550
2013,6,3,1,152,-1.4815
2013,6,3,2,164,-2.3867
2013,6,3,3,165,-2.0805
2013,6,3,4,148,-1.0181
2013,6,3,5,130,-0.0483
2013,7,1,1,235,8.1862
2013,7,1,2,241,7.7224
2013,7,1,3,266,7.0704
2013,7,1,4,291,7.8269
2013,7,1,5,337,7.9528
2013,7,2,1,132,7.6453
2013,7,2,2,140,7.6186
2013,7,2,3,123,6.6642
2013,7,2,4,125,6.2653
2013,7,2,5,153,6.3527
2013,7,3,1,157,7.0663
2013,7,3,2,153,7.8656
2013,7,3,3,144,3.1481
2013,7,3,4,149,4.2870
2013,7,3,5,143,4.4514
2013,8,1,1,263,-2.5083
2013,8,1,2,248,-0.9506
2013,8,1,3,264,-2.5837
2013,8,1,4,291,-3.0923
2013,8,1,5,305,-3.2838
2013,8,2,1,142,-2.5203
2013,8,2,2,152,-2.2653
2013,8,2,3,129,-2.5839
2013,8,2,4,135,-2.8085
2013,8,2,5,123,-2.4088
2013,8,3,1,151,-2.0280
2013,8,3,2,134,-2.9277
2013,8,3,3,131,-3.0728
2013,8,3,4,160,-2.5931
2013,8,3,5,172,-1.5125
2013,9,1,1,222,6.9544
2013,9,1,2,301,6.1701
2013,9,1,3,269,6.3155
2013,9,1,4,253,4.7785
2013,9,1,5,331,8.8928
2013,9,2,1,134,5.4801
2013,9,2,2,140,5.8193
2013,9,2,3,127,6.0921
2013,9,2,4,141,9.2817
2013,9,2,5,137,6.3348
2013,9,3,1,138,2.4253
2013,9,3,2,158,3.4669
2013,9,3,3,163,5.3457
2013,9,3,4,132,4.3713
2013,9,3,5,170,2.9518
2013,10,1,1,258,0.2243
2013,10,1,2,270,3.0833
2013,10,1,3,212,0.1754
2013,10,1,4,284,3.3294
2013,10,1,5,362,1.8351
2013,10,2,1,141,3.1794
2013,10,2,2,129,1.0848
2013,10,2,3,114,1.9662
2013,10,2,4,127,4.3508
2013,10,2,5,153,2.2049
2013,10,3,1,145,4.0740
2013,10,3,2,146,6.6207
2013,10,3,3,151,4.0146
2013,10,3,4,154,4.1766
2013,10,3,5,163,3.7739
2013,11,1,1,280,6.5750
2013,11,1,2,281,4.9181
2013,11,1,3,240,1.9373
2013,11,1,4,291,5.5763
2013,11,1,5,298,5.9603
2013,11,2,1,153,3.1316
2013,11,2,2,121,4.3363
2013,11,2,3,135,4.2768
2013,11,2,4,134,2.9250
2013,11,2,5,134,3.8145
2013,11,3,1,139,2.0276
2013,11,3,2,147,1.8499
2013,11,3,3,142,2.6940
2013,11,3,4,160,1.8937
2013,11,3,5,163,3.5625
2013,12,1,1,239,2.1635
2013,12,1,2,243,4.5465
2013,12,1,3,250,3.7295
2013,12,1,4,288,4.5651
2013,12,1,5,369,1.9927
2013,12,2,1,118,2.7424
2013,12,2,2,121,2.9036
2013,12,2,3,130,3.4380
2013,12,2,4,150,2.8406
2013,12,2,5,156,2.7583
2013,12,3,1,150,2.5674
2013,12,3,2,150,3.6439
2013,12,3,3,150,2.5923
2013,12,3,4,144,1.6413
2013,12,3,5,166,3.5938
2014,1,1,1,205,-0.1265
2014,1,1,2,257,-2.7808
2014,1,1,3,287,0.4700
2014,1,1,4,265,-0.9545
2014,1,1,5,376,2.1662
2014,1,2,1,116,-0.7637
2014,1,2,2,126,-2.1852
2014,1,2,3,146,-4.0629
2014,1,2,4,141,-2.6235
2014,1,2,5,153,-4.4807
2014,1,3,1,136,-3.1384
2014,1,3,2,157,-2.6610
2014,1,3,3,168,-3.0754
2014,1,3,4,164,-3.3614
2014,1,3,5,130,-4.3689
2014,2,1,1,208,1.5324
2014,2,1,2,196,4.7744
2014,2,1,3,302,4.6340
2014,2,1,4,303,7.4962
2014,2,1,5,371,4.2068
2014,2,2,1,148,4.6187
2014,2,2,2,116,5.0852
2014,2,2,3,129,5.8514
2014,2,2,4,129,4.7286
2014,2,2,5,165,4.7419
2014,2,3,1,133,4.8224
2014,2,3,2,153,4.7603
2014,2,3,3,147,3.4580
2014,2,3,4,164,4.6380
2014,2,3,5,162,7.3393
2014,3,1,1,265,1.2780
2014,3,1,2,280,0.2344
2014,3,1,3,273,-0.3100
2014,3,1,4,274,-1.7653
2014,3,1,5,285,0.2119
2014,3,2,1,139,0.3342
2014,3,2,2,136,-1.5699
2014,3,2,3,130,0.1846
2014,3,2,4,127,-1.6041
2014,3,2,5,168,0.0804
2014,3,3,1,156,-0.1977
2014,3,3,2,163,1.9199
2014,3,3,3,143,0.7339
2014,3,3,4,154,-1.2297
2014,3,3,5,146,-1.2855
2014,4,1,1,261,-6.0541
2014,4,1,2,263,-5.0724
2014,4,1,3,261,-6.9659
2014,4,1,4,281,-7.2909
2014,4,1,5,336,-6.7573
2014,4,2,1,123,-2.4977
2014,4,2,2,133,-2.8246
2014,4,2,3,130,-3.2134
2014,4,2,4,139,-4.7452
2014,4,2,5,161,-4.4988
2014,4,3,1,130,1.8307
2014,4,3,2,155,0.3614
2014,4,3,3,157,1.2732
2014,4,3,4,173,0.3610
2014,4,3,5,146,0.2373
2014,5,1,1,261,-1.1167
2014,5,1,2,333,-1.0460
2014,5,1,3,283,-0.6802
2014,5,1,4,287,-2.1629
2014,5,1,5,254,0.5781
2014,5,2,1,130,1.7749
2014,5,2,2,135,0.4916
2014,5,2,3,142,-0.5475
2014,5,2,4,138,0.9747
2014,5,2,5,148,0.6636
2014,5,3,1,163,3.0148
2014,5,3,2,149,2.0216
2014,5,3,3,155,1.3194
2014,5,3,4,151,1.5187
2014,5,3,5,150,3.1584
2014,6,1,1,261,3.9735
2014,6,1,2,252,6.1809
2014,6,1,3,270,5.3603
2014,6,1,4,276,8.1306
2014,6,1,5,357,7.1222
2014,6,2,1,139,5.5233
2014,6,2,2,146,6.1887
2014,6,2,3,139,7.2927
2014,6,2,4,126,5.4035
2014,6,2,5,158,5.3928
2014,6,3,1,153,2.7181
2014,6,3,2,162,1.8990
2014,6,3,3,164,1.8343
2014,6,3,4,152,2.4784
2014,6,3,5,136,3.0070
2014,7,1,1,246,-7.0399
2014,7,1,2,236,-7.1368
2014,7,1,3,271,-9.0448
2014,7,1,4,299,-7.9962
2014,7,1,5,334,-6.4077
2014,7,2,1,140,-5.0058
2014,7,2,2,138,-6.5363
2014,7,2,3,145,-5.8623
2014,7,2,4,142,-6.6855
2014,7,2,5,143,-6.0277
2014,7,3,1,144,-0.4521
2014,7,3,2,165,-1.2807
2014,7,3,3,153,-3.2107
2014,7,3,4,159,-1.5277
2014,7,3,5,156,-1.5576
2014,8,1,1,205,3.9154
2014,8,1,2,273,5.4484
2014,8,1,3,331,3.0758
2014,8,1,4,291,4.7648
2014,8,1,5,291,3.5235
2014,8,2,1,141,5.1699
2014,8,2,2,150,6.1249
2014,8,2,3,140,4.6733
2014,8,2,4,143,4.7688
2014,8,2,5,136,4.7024
2014,8,3,1,154,4.4182
2014,8,3,2,143,5.4605
2014,8,3,3,143,4.9263
2014,8,3,4,161,3.8682
2014,8,3,5,184,3.2078
2014,9,1,1,241,-7.7582
2014,9,1,2,263,-6.4673
2014,9,1,3,258,-7.2365
2014,9,1,4,307,-6.3434
2014,9,1,5,339,-5.6186
2014,9,2,1,129,-5.6197
2014,9,2,2,147,-6.6173
2014,9,2,3,129,-6.6631
2014,9,2,4,152,-5.3773
2014,9,2,5,159,-3.3577
2014,9,3,1,150,-2.5101
2014,9,3,2,159,-1.9804
2014,9,3,3,170,-2.6352
2014,9,3,4,156,-0.7553
2014,9,3,5,150,-2.0621
2014,10,1,1,264,2.4970
2014,10,1,2,243,3.5055
2014,10,1,3,240,4.3711
2014,10,1,4,320,5.3666
2014,10,1,5,322,3.5558
2014,10,2,1,142,4.4893
2014,10,2,2,134,6.2933
2014,10,2,3,135,4.8839
2014,10,2,4,154,4.9787
2014,10,2,5,168,6.7156
2014,10,3,1,141,2.0798
2014,10,3,2,172,3.0918
2014,10,3,3,145,0.2792
2014,10,3,4,156,1.9286
2014,10,3,5,172,1.6949
2014,11,1,1,219,-2.1379
2014,11,1,2,251,-2.3364
2014,11,1,3,290,-0.2242
2014,11,1,4,296,-1.8757
2014,11,1,5,323,0.0571
2014,11,2,1,155,1.1555
2014,11,2,2,136,-3.5472
2014,11,2,3,150,-0.5265
2014,11,2,4,146,-0.1447
2014,11,2,5,163,2.2695
2014,11,3,1,184,2.5243
2014,11,3,2,158,3.3564
2014,11,3,3,144,2.6805
2014,11,3,4,149,2.0797
2014,11,3,5,158,3.9728
2014,12,1,1,263,4.1711
2014,12,1,2,230,3.0279
2014,12,1,3,272,4.9301
2014,12,1,4,258,4.1667
2014,12,1,5,340,7.6093
2014,12,2,1,155,0.0512
2014,12,2,2,124,0.4057
2014,12,2,3,164,2.2340
2014,12,2,4,139,3.6630
2014,12,2,5,186,2.7656
2014,12,3,1,156,0.6460
2014,12,3,2,165,-1.0234
2014,12,3,3,153,-1.9111
2014,12,3,4,155,-0.4972
2014,12,3,5,173,-0.2799
2015,1,1,1,229,-3.4267
2015,1,1,2,242,-3.9834
2015,1,1,3,264,-4.7399
2015,1,1,4,284,-6.2741
2015,1,1,5,341,-5.5909
2015,1,2,1,163,-5.0578
2015,1,2,2,149,-3.9282
2015,1,2,3,155,-3.9595
2015,1,2,4,157,-2.4969
2015,1,2,5,149,-2.9362
2015,1,3,1,162,-1.7575
2015,1,3,2,176,-1.5128
2015,1,3,3,158,-1.7900
2015,1,3,4,156,-2.3491
2015,1,3,5,153,-3.5071
2015,2,1,1,214,8.1546
2015,2,1,2,284,7.2633
2015,2,1,3,261,4.7149
2015,2,1,4,298,6.9020
2015,2,1,5,307,6.6586
2015,2,2,1,164,8.1522
2015,2,2,2,136,7.5344
2015,2,2,3,161,7.6556
2015,2,2,4,133,8.0533
2015,2,2,5,169,6.5441
2015,2,3,1,172,5.5366
2015,2,3,2,147,5.8469
2015,2,3,3,164,6.2844
2015,2,3,4,159,5.2598
2015,2,3,5,166,5.6466
2015,3,1,1,304,0.5701
2015,3,1,2,249,1.2040
2015,3,1,3,250,0.8252
2015,3,1,4,284,-0.9737
2015,3,1,5,283,0.3987
2015,3,2,1,173,0.8870
2015,3,2,2,153,2.0493
2015,3,2,3,141,1.7844
2015,3,2,4,148,0.6838
2015,3,2,5,147,0.9136
2015,3,3,1,150,-1.9061
2015,3,3,2,160,-0.7380
2015,3,3,3,168,-1.9762
2015,3,3,4,154,-1.4428
2015,3,3,5,169,-1.1752
2015,4,1,1,268,-0.2097
2015,4,1,2,236,-1.5187
2015,4,1,3,278,-0.1849
2015,4,1,4,294,-0.0873
2015,4,1,5,309,-1.0981
2015,4,2,1,144,-3.1842
2015,4,2,2,141,-1.4615
2015,4,2,3,145,-1.3582
2015,4,2,4,153,-1.7458
2015,4,2,5,161,-1.6197
